task_label,project,started_at,ended_at,duration_minutes
foco,Consultoria,2025-02-26 12:00:00,2025-02-26 14:18:00,138
deep_work,Portfolio,2025-02-26 12:30:00,2025-02-26 14:51:00,141
pesquisa,Trabalho,2025-02-26 13:00:00,2025-02-26 14:24:00,84
admin,Estudos,2025-02-26 13:30:00,2025-02-26 16:00:00,150
foco,Consultoria,2025-02-26 14:00:00,2025-02-26 16:26:00,146
admin,Estudos,2025-02-26 14:30:00,2025-02-26 16:16:00,106
admin,Trabalho,2025-02-26 15:00:00,2025-02-26 15:52:00,52
codando,Financeiro pessoal,2025-02-26 15:30:00,2025-02-26 18:06:00,156
pesquisa,Trabalho,2025-02-26 16:00:00,2025-02-26 17:12:00,72
foco,Estudos,2025-02-26 16:30:00,2025-02-26 18:21:00,111
admin,Trabalho,2025-02-26 17:00:00,2025-02-26 18:10:00,70
deep_work,Portfolio,2025-02-26 17:30:00,2025-02-26 19:00:00,90
codando,Trabalho,2025-02-26 18:00:00,2025-02-26 20:53:00,173
reuniao,Portfolio,2025-02-26 18:30:00,2025-02-26 21:13:00,163
codando,Trabalho,2025-02-26 19:00:00,2025-02-26 19:59:00,59
reuniao,Portfolio,2025-02-26 19:30:00,2025-02-26 20:28:00,58
pesquisa,Portfolio,2025-02-26 20:00:00,2025-02-26 22:20:00,140
foco,Trabalho,2025-02-26 20:30:00,2025-02-26 22:14:00,104
foco,Consultoria,2025-02-26 21:00:00,2025-02-26 23:36:00,156
reuniao,Financeiro pessoal,2025-02-26 21:30:00,2025-02-26 22:26:00,56
deep_work,Financeiro pessoal,2025-02-26 22:00:00,2025-02-26 23:46:00,106
reuniao,Financeiro pessoal,2025-02-26 22:30:00,2025-02-27 00:58:00,148
reuniao,Portfolio,2025-02-26 23:00:00,2025-02-27 00:22:00,82
foco,Financeiro pessoal,2025-02-26 23:30:00,2025-02-27 00:32:00,62
admin,Portfolio,2025-02-27 00:00:00,2025-02-27 02:55:00,175
deep_work,Consultoria,2025-02-27 00:30:00,2025-02-27 02:29:00,119
foco,Trabalho,2025-02-27 01:00:00,2025-02-27 03:58:00,178
codando,Trabalho,2025-02-27 01:30:00,2025-02-27 03:34:00,124
reuniao,Portfolio,2025-02-27 02:00:00,2025-02-27 02:27:00,27
admin,Portfolio,2025-02-27 02:30:00,2025-02-27 03:38:00,68
deep_work,Consultoria,2025-02-27 03:00:00,2025-02-27 04:55:00,115
pesquisa,Financeiro pessoal,2025-02-27 03:30:00,2025-02-27 05:52:00,142
deep_work,Consultoria,2025-02-27 04:00:00,2025-02-27 05:06:00,66
deep_work,Trabalho,2025-02-27 04:30:00,2025-02-27 05:14:00,44
reuniao,Trabalho,2025-02-27 05:00:00,2025-02-27 07:30:00,150
reuniao,Financeiro pessoal,2025-02-27 05:30:00,2025-02-27 07:43:00,133
pesquisa,Trabalho,2025-02-27 06:00:00,2025-02-27 07:58:00,118
pesquisa,Portfolio,2025-02-27 06:30:00,2025-02-27 08:25:00,115
pesquisa,Trabalho,2025-02-27 07:00:00,2025-02-27 07:53:00,53
foco,Estudos,2025-02-27 07:30:00,2025-02-27 09:38:00,128
foco,Financeiro pessoal,2025-02-27 08:00:00,2025-02-27 09:51:00,111
reuniao,Financeiro pessoal,2025-02-27 08:30:00,2025-02-27 08:57:00,27
reuniao,Financeiro pessoal,2025-02-27 09:00:00,2025-02-27 11:54:00,174
pesquisa,Estudos,2025-02-27 09:30:00,2025-02-27 10:52:00,82
foco,Consultoria,2025-02-27 10:00:00,2025-02-27 11:41:00,101
admin,Portfolio,2025-02-27 10:30:00,2025-02-27 11:14:00,44
foco,Financeiro pessoal,2025-02-27 11:00:00,2025-02-27 13:28:00,148
reuniao,Trabalho,2025-02-27 11:30:00,2025-02-27 11:57:00,27
foco,Portfolio,2025-02-27 12:00:00,2025-02-27 14:23:00,143
reuniao,Trabalho,2025-02-27 12:30:00,2025-02-27 15:18:00,168
pesquisa,Portfolio,2025-02-27 13:00:00,2025-02-27 14:57:00,117
pesquisa,Portfolio,2025-02-27 13:30:00,2025-02-27 15:30:00,120
pesquisa,Trabalho,2025-02-27 14:00:00,2025-02-27 16:10:00,130
admin,Trabalho,2025-02-27 14:30:00,2025-02-27 17:26:00,176
admin,Portfolio,2025-02-27 15:00:00,2025-02-27 17:57:00,177
reuniao,Financeiro pessoal,2025-02-27 15:30:00,2025-02-27 15:52:00,22
deep_work,Trabalho,2025-02-27 16:00:00,2025-02-27 18:34:00,154
codando,Estudos,2025-02-27 16:30:00,2025-02-27 18:29:00,119
admin,Estudos,2025-02-27 17:00:00,2025-02-27 17:30:00,30
reuniao,Portfolio,2025-02-27 17:30:00,2025-02-27 20:29:00,179
foco,Consultoria,2025-02-27 18:00:00,2025-02-27 19:18:00,78
pesquisa,Portfolio,2025-02-27 18:30:00,2025-02-27 21:09:00,159
pesquisa,Portfolio,2025-02-27 19:00:00,2025-02-27 20:38:00,98
pesquisa,Financeiro pessoal,2025-02-27 19:30:00,2025-02-27 20:27:00,57
reuniao,Financeiro pessoal,2025-02-27 20:00:00,2025-02-27 22:21:00,141
pesquisa,Consultoria,2025-02-27 20:30:00,2025-02-27 23:21:00,171
admin,Consultoria,2025-02-27 21:00:00,2025-02-27 22:24:00,84
foco,Consultoria,2025-02-27 21:30:00,2025-02-28 00:15:00,165
pesquisa,Consultoria,2025-02-27 22:00:00,2025-02-27 23:05:00,65
reuniao,Consultoria,2025-02-27 22:30:00,2025-02-28 00:54:00,144
foco,Portfolio,2025-02-27 23:00:00,2025-02-28 00:15:00,75
pesquisa,Portfolio,2025-02-27 23:30:00,2025-02-27 23:56:00,26
deep_work,Estudos,2025-02-28 00:00:00,2025-02-28 02:04:00,124
pesquisa,Estudos,2025-02-28 00:30:00,2025-02-28 01:29:00,59
codando,Trabalho,2025-02-28 01:00:00,2025-02-28 03:58:00,178
admin,Portfolio,2025-02-28 01:30:00,2025-02-28 03:26:00,116
foco,Consultoria,2025-02-28 02:00:00,2025-02-28 03:11:00,71
admin,Trabalho,2025-02-28 02:30:00,2025-02-28 03:20:00,50
deep_work,Financeiro pessoal,2025-02-28 03:00:00,2025-02-28 03:26:00,26
deep_work,Portfolio,2025-02-28 03:30:00,2025-02-28 06:13:00,163
codando,Estudos,2025-02-28 04:00:00,2025-02-28 06:49:00,169
admin,Portfolio,2025-02-28 04:30:00,2025-02-28 06:20:00,110
foco,Portfolio,2025-02-28 05:00:00,2025-02-28 05:36:00,36
deep_work,Portfolio,2025-02-28 05:30:00,2025-02-28 07:54:00,144
deep_work,Portfolio,2025-02-28 06:00:00,2025-02-28 06:23:00,23
pesquisa,Financeiro pessoal,2025-02-28 06:30:00,2025-02-28 08:51:00,141
codando,Estudos,2025-02-28 07:00:00,2025-02-28 08:58:00,118
reuniao,Portfolio,2025-02-28 07:30:00,2025-02-28 10:12:00,162
deep_work,Financeiro pessoal,2025-02-28 08:00:00,2025-02-28 09:20:00,80
foco,Trabalho,2025-02-28 08:30:00,2025-02-28 09:10:00,40
foco,Portfolio,2025-02-28 09:00:00,2025-02-28 10:36:00,96
pesquisa,Financeiro pessoal,2025-02-28 09:30:00,2025-02-28 10:36:00,66
foco,Consultoria,2025-02-28 10:00:00,2025-02-28 11:34:00,94
pesquisa,Trabalho,2025-02-28 10:30:00,2025-02-28 11:38:00,68
deep_work,Estudos,2025-02-28 11:00:00,2025-02-28 11:46:00,46
deep_work,Portfolio,2025-02-28 11:30:00,2025-02-28 12:20:00,50
deep_work,Portfolio,2025-02-28 12:00:00,2025-02-28 12:51:00,51
deep_work,Financeiro pessoal,2025-02-28 12:30:00,2025-02-28 15:27:00,177
reuniao,Estudos,2025-02-28 13:00:00,2025-02-28 13:37:00,37
codando,Consultoria,2025-02-28 13:30:00,2025-02-28 15:54:00,144
codando,Trabalho,2025-02-28 14:00:00,2025-02-28 15:22:00,82
reuniao,Estudos,2025-02-28 14:30:00,2025-02-28 16:57:00,147
deep_work,Portfolio,2025-02-28 15:00:00,2025-02-28 15:35:00,35
foco,Financeiro pessoal,2025-02-28 15:30:00,2025-02-28 18:06:00,156
pesquisa,Consultoria,2025-02-28 16:00:00,2025-02-28 17:21:00,81
codando,Financeiro pessoal,2025-02-28 16:30:00,2025-02-28 17:28:00,58
admin,Trabalho,2025-02-28 17:00:00,2025-02-28 19:14:00,134
pesquisa,Estudos,2025-02-28 17:30:00,2025-02-28 20:07:00,157
admin,Financeiro pessoal,2025-02-28 18:00:00,2025-02-28 20:39:00,159
admin,Financeiro pessoal,2025-02-28 18:30:00,2025-02-28 20:01:00,91
deep_work,Portfolio,2025-02-28 19:00:00,2025-02-28 20:21:00,81
admin,Financeiro pessoal,2025-02-28 19:30:00,2025-02-28 22:00:00,150
deep_work,Consultoria,2025-02-28 20:00:00,2025-02-28 21:42:00,102
reuniao,Estudos,2025-02-28 20:30:00,2025-02-28 22:52:00,142
foco,Trabalho,2025-02-28 21:00:00,2025-02-28 23:38:00,158
admin,Financeiro pessoal,2025-02-28 21:30:00,2025-03-01 00:05:00,155
foco,Consultoria,2025-02-28 22:00:00,2025-03-01 00:08:00,128
deep_work,Trabalho,2025-02-28 22:30:00,2025-03-01 00:51:00,141
admin,Consultoria,2025-02-28 23:00:00,2025-03-01 01:50:00,170
pesquisa,Financeiro pessoal,2025-02-28 23:30:00,2025-03-01 01:48:00,138
reuniao,Financeiro pessoal,2025-03-01 00:00:00,2025-03-01 02:37:00,157
codando,Estudos,2025-03-01 00:30:00,2025-03-01 01:07:00,37
reuniao,Portfolio,2025-03-01 01:00:00,2025-03-01 02:35:00,95
admin,Consultoria,2025-03-01 01:30:00,2025-03-01 04:23:00,173
reuniao,Portfolio,2025-03-01 02:00:00,2025-03-01 02:30:00,30
codando,Portfolio,2025-03-01 02:30:00,2025-03-01 05:07:00,157
pesquisa,Trabalho,2025-03-01 03:00:00,2025-03-01 05:30:00,150
foco,Trabalho,2025-03-01 03:30:00,2025-03-01 04:51:00,81
pesquisa,Consultoria,2025-03-01 04:00:00,2025-03-01 05:30:00,90
reuniao,Portfolio,2025-03-01 04:30:00,2025-03-01 05:50:00,80
codando,Estudos,2025-03-01 05:00:00,2025-03-01 07:31:00,151
foco,Portfolio,2025-03-01 05:30:00,2025-03-01 06:50:00,80
codando,Trabalho,2025-03-01 06:00:00,2025-03-01 08:35:00,155
pesquisa,Portfolio,2025-03-01 06:30:00,2025-03-01 08:31:00,121
deep_work,Financeiro pessoal,2025-03-01 07:00:00,2025-03-01 07:32:00,32
deep_work,Financeiro pessoal,2025-03-01 07:30:00,2025-03-01 08:01:00,31
foco,Estudos,2025-03-01 08:00:00,2025-03-01 08:54:00,54
foco,Consultoria,2025-03-01 08:30:00,2025-03-01 09:40:00,70
foco,Portfolio,2025-03-01 09:00:00,2025-03-01 10:02:00,62
deep_work,Financeiro pessoal,2025-03-01 09:30:00,2025-03-01 11:40:00,130
pesquisa,Consultoria,2025-03-01 10:00:00,2025-03-01 11:25:00,85
foco,Financeiro pessoal,2025-03-01 10:30:00,2025-03-01 11:04:00,34
deep_work,Consultoria,2025-03-01 11:00:00,2025-03-01 11:58:00,58
foco,Consultoria,2025-03-01 11:30:00,2025-03-01 12:15:00,45
foco,Financeiro pessoal,2025-03-01 12:00:00,2025-03-01 14:11:00,131
codando,Trabalho,2025-03-01 12:30:00,2025-03-01 13:40:00,70
foco,Consultoria,2025-03-01 13:00:00,2025-03-01 15:10:00,130
deep_work,Portfolio,2025-03-01 13:30:00,2025-03-01 16:01:00,151
pesquisa,Financeiro pessoal,2025-03-01 14:00:00,2025-03-01 15:57:00,117
deep_work,Trabalho,2025-03-01 14:30:00,2025-03-01 17:24:00,174
deep_work,Financeiro pessoal,2025-03-01 15:00:00,2025-03-01 17:18:00,138
foco,Estudos,2025-03-01 15:30:00,2025-03-01 16:45:00,75
codando,Portfolio,2025-03-01 16:00:00,2025-03-01 17:28:00,88
admin,Estudos,2025-03-01 16:30:00,2025-03-01 19:15:00,165
admin,Consultoria,2025-03-01 17:00:00,2025-03-01 17:23:00,23
admin,Consultoria,2025-03-01 17:30:00,2025-03-01 19:58:00,148
deep_work,Estudos,2025-03-01 18:00:00,2025-03-01 19:09:00,69
foco,Estudos,2025-03-01 18:30:00,2025-03-01 20:13:00,103
admin,Consultoria,2025-03-01 19:00:00,2025-03-01 20:29:00,89
reuniao,Trabalho,2025-03-01 19:30:00,2025-03-01 22:17:00,167
reuniao,Portfolio,2025-03-01 20:00:00,2025-03-01 20:39:00,39
reuniao,Financeiro pessoal,2025-03-01 20:30:00,2025-03-01 21:16:00,46
pesquisa,Estudos,2025-03-01 21:00:00,2025-03-01 21:45:00,45
foco,Portfolio,2025-03-01 21:30:00,2025-03-02 00:29:00,179
deep_work,Financeiro pessoal,2025-03-01 22:00:00,2025-03-01 22:29:00,29
deep_work,Financeiro pessoal,2025-03-01 22:30:00,2025-03-02 00:11:00,101
foco,Estudos,2025-03-01 23:00:00,2025-03-02 01:04:00,124
codando,Trabalho,2025-03-01 23:30:00,2025-03-02 02:09:00,159
codando,Trabalho,2025-03-02 00:00:00,2025-03-02 01:47:00,107
pesquisa,Portfolio,2025-03-02 00:30:00,2025-03-02 01:13:00,43
foco,Portfolio,2025-03-02 01:00:00,2025-03-02 03:16:00,136
codando,Consultoria,2025-03-02 01:30:00,2025-03-02 02:35:00,65
pesquisa,Trabalho,2025-03-02 02:00:00,2025-03-02 04:35:00,155
admin,Portfolio,2025-03-02 02:30:00,2025-03-02 03:44:00,74
admin,Consultoria,2025-03-02 03:00:00,2025-03-02 04:37:00,97
pesquisa,Financeiro pessoal,2025-03-02 03:30:00,2025-03-02 06:28:00,178
foco,Portfolio,2025-03-02 04:00:00,2025-03-02 05:47:00,107
admin,Consultoria,2025-03-02 04:30:00,2025-03-02 05:05:00,35
foco,Trabalho,2025-03-02 05:00:00,2025-03-02 07:47:00,167
codando,Financeiro pessoal,2025-03-02 05:30:00,2025-03-02 06:27:00,57
admin,Portfolio,2025-03-02 06:00:00,2025-03-02 08:10:00,130
codando,Trabalho,2025-03-02 06:30:00,2025-03-02 07:04:00,34
foco,Financeiro pessoal,2025-03-02 07:00:00,2025-03-02 08:37:00,97
foco,Estudos,2025-03-02 07:30:00,2025-03-02 09:05:00,95
reuniao,Trabalho,2025-03-02 08:00:00,2025-03-02 09:31:00,91
pesquisa,Estudos,2025-03-02 08:30:00,2025-03-02 09:08:00,38
deep_work,Portfolio,2025-03-02 09:00:00,2025-03-02 11:19:00,139
pesquisa,Consultoria,2025-03-02 09:30:00,2025-03-02 10:52:00,82
foco,Portfolio,2025-03-02 10:00:00,2025-03-02 12:04:00,124
foco,Trabalho,2025-03-02 10:30:00,2025-03-02 11:21:00,51
pesquisa,Estudos,2025-03-02 11:00:00,2025-03-02 13:09:00,129
foco,Estudos,2025-03-02 11:30:00,2025-03-02 11:56:00,26
codando,Financeiro pessoal,2025-03-02 12:00:00,2025-03-02 14:38:00,158
admin,Portfolio,2025-03-02 12:30:00,2025-03-02 14:16:00,106
foco,Portfolio,2025-03-02 13:00:00,2025-03-02 13:50:00,50
pesquisa,Trabalho,2025-03-02 13:30:00,2025-03-02 14:34:00,64
pesquisa,Estudos,2025-03-02 14:00:00,2025-03-02 15:15:00,75
pesquisa,Trabalho,2025-03-02 14:30:00,2025-03-02 17:29:00,179
reuniao,Trabalho,2025-03-02 15:00:00,2025-03-02 17:48:00,168
codando,Estudos,2025-03-02 15:30:00,2025-03-02 16:20:00,50
codando,Trabalho,2025-03-02 16:00:00,2025-03-02 16:20:00,20
reuniao,Estudos,2025-03-02 16:30:00,2025-03-02 19:08:00,158
codando,Trabalho,2025-03-02 17:00:00,2025-03-02 18:52:00,112
reuniao,Consultoria,2025-03-02 17:30:00,2025-03-02 18:57:00,87
codando,Trabalho,2025-03-02 18:00:00,2025-03-02 18:55:00,55
reuniao,Trabalho,2025-03-02 18:30:00,2025-03-02 20:08:00,98
reuniao,Consultoria,2025-03-02 19:00:00,2025-03-02 20:26:00,86
codando,Portfolio,2025-03-02 19:30:00,2025-03-02 20:40:00,70
reuniao,Estudos,2025-03-02 20:00:00,2025-03-02 22:56:00,176
codando,Financeiro pessoal,2025-03-02 20:30:00,2025-03-02 22:59:00,149
reuniao,Consultoria,2025-03-02 21:00:00,2025-03-02 21:25:00,25
pesquisa,Portfolio,2025-03-02 21:30:00,2025-03-03 00:28:00,178
deep_work,Trabalho,2025-03-02 22:00:00,2025-03-02 23:13:00,73
codando,Portfolio,2025-03-02 22:30:00,2025-03-03 00:17:00,107
reuniao,Consultoria,2025-03-02 23:00:00,2025-03-03 01:44:00,164
pesquisa,Trabalho,2025-03-02 23:30:00,2025-03-02 23:54:00,24
deep_work,Portfolio,2025-03-03 00:00:00,2025-03-03 00:21:00,21
reuniao,Financeiro pessoal,2025-03-03 00:30:00,2025-03-03 01:47:00,77
deep_work,Estudos,2025-03-03 01:00:00,2025-03-03 01:31:00,31
codando,Estudos,2025-03-03 01:30:00,2025-03-03 01:54:00,24
deep_work,Consultoria,2025-03-03 02:00:00,2025-03-03 04:05:00,125
admin,Trabalho,2025-03-03 02:30:00,2025-03-03 05:17:00,167
foco,Trabalho,2025-03-03 03:00:00,2025-03-03 05:28:00,148
admin,Estudos,2025-03-03 03:30:00,2025-03-03 04:45:00,75
codando,Portfolio,2025-03-03 04:00:00,2025-03-03 05:29:00,89
codando,Trabalho,2025-03-03 04:30:00,2025-03-03 05:45:00,75
deep_work,Financeiro pessoal,2025-03-03 05:00:00,2025-03-03 06:13:00,73
pesquisa,Financeiro pessoal,2025-03-03 05:30:00,2025-03-03 08:08:00,158
reuniao,Trabalho,2025-03-03 06:00:00,2025-03-03 06:22:00,22
foco,Trabalho,2025-03-03 06:30:00,2025-03-03 08:24:00,114
reuniao,Estudos,2025-03-03 07:00:00,2025-03-03 07:47:00,47
pesquisa,Consultoria,2025-03-03 07:30:00,2025-03-03 09:40:00,130
codando,Estudos,2025-03-03 08:00:00,2025-03-03 10:06:00,126
foco,Consultoria,2025-03-03 08:30:00,2025-03-03 10:49:00,139
admin,Financeiro pessoal,2025-03-03 09:00:00,2025-03-03 11:32:00,152
codando,Consultoria,2025-03-03 09:30:00,2025-03-03 11:53:00,143
codando,Estudos,2025-03-03 10:00:00,2025-03-03 11:49:00,109
deep_work,Trabalho,2025-03-03 10:30:00,2025-03-03 11:05:00,35
pesquisa,Consultoria,2025-03-03 11:00:00,2025-03-03 11:50:00,50
deep_work,Estudos,2025-03-03 11:30:00,2025-03-03 12:17:00,47
deep_work,Financeiro pessoal,2025-03-03 12:00:00,2025-03-03 14:34:00,154
reuniao,Consultoria,2025-03-03 12:30:00,2025-03-03 15:06:00,156
codando,Financeiro pessoal,2025-03-03 13:00:00,2025-03-03 13:58:00,58
pesquisa,Financeiro pessoal,2025-03-03 13:30:00,2025-03-03 14:16:00,46
deep_work,Portfolio,2025-03-03 14:00:00,2025-03-03 15:35:00,95
admin,Consultoria,2025-03-03 14:30:00,2025-03-03 16:46:00,136
foco,Estudos,2025-03-03 15:00:00,2025-03-03 16:48:00,108
pesquisa,Consultoria,2025-03-03 15:30:00,2025-03-03 17:36:00,126
reuniao,Consultoria,2025-03-03 16:00:00,2025-03-03 18:21:00,141
pesquisa,Financeiro pessoal,2025-03-03 16:30:00,2025-03-03 18:55:00,145
codando,Financeiro pessoal,2025-03-03 17:00:00,2025-03-03 18:57:00,117
reuniao,Financeiro pessoal,2025-03-03 17:30:00,2025-03-03 18:22:00,52
foco,Financeiro pessoal,2025-03-03 18:00:00,2025-03-03 19:50:00,110
admin,Estudos,2025-03-03 18:30:00,2025-03-03 20:49:00,139
deep_work,Trabalho,2025-03-03 19:00:00,2025-03-03 19:21:00,21
pesquisa,Portfolio,2025-03-03 19:30:00,2025-03-03 22:11:00,161
reuniao,Financeiro pessoal,2025-03-03 20:00:00,2025-03-03 20:32:00,32
foco,Financeiro pessoal,2025-03-03 20:30:00,2025-03-03 21:13:00,43
deep_work,Portfolio,2025-03-03 21:00:00,2025-03-03 22:28:00,88
foco,Financeiro pessoal,2025-03-03 21:30:00,2025-03-03 22:23:00,53
admin,Trabalho,2025-03-03 22:00:00,2025-03-03 23:46:00,106
deep_work,Consultoria,2025-03-03 22:30:00,2025-03-03 23:08:00,38
deep_work,Portfolio,2025-03-03 23:00:00,2025-03-03 23:49:00,49
deep_work,Estudos,2025-03-03 23:30:00,2025-03-04 00:38:00,68
reuniao,Portfolio,2025-03-04 00:00:00,2025-03-04 02:43:00,163
deep_work,Trabalho,2025-03-04 00:30:00,2025-03-04 02:43:00,133
foco,Estudos,2025-03-04 01:00:00,2025-03-04 03:15:00,135
reuniao,Consultoria,2025-03-04 01:30:00,2025-03-04 04:08:00,158
deep_work,Financeiro pessoal,2025-03-04 02:00:00,2025-03-04 03:37:00,97
foco,Portfolio,2025-03-04 02:30:00,2025-03-04 03:24:00,54
foco,Estudos,2025-03-04 03:00:00,2025-03-04 04:30:00,90
pesquisa,Portfolio,2025-03-04 03:30:00,2025-03-04 06:26:00,176
foco,Consultoria,2025-03-04 04:00:00,2025-03-04 06:07:00,127
codando,Portfolio,2025-03-04 04:30:00,2025-03-04 05:43:00,73
admin,Estudos,2025-03-04 05:00:00,2025-03-04 05:42:00,42
deep_work,Trabalho,2025-03-04 05:30:00,2025-03-04 08:21:00,171
deep_work,Estudos,2025-03-04 06:00:00,2025-03-04 06:29:00,29
deep_work,Portfolio,2025-03-04 06:30:00,2025-03-04 07:50:00,80
foco,Consultoria,2025-03-04 07:00:00,2025-03-04 09:35:00,155
foco,Financeiro pessoal,2025-03-04 07:30:00,2025-03-04 08:37:00,67
deep_work,Financeiro pessoal,2025-03-04 08:00:00,2025-03-04 10:11:00,131
codando,Consultoria,2025-03-04 08:30:00,2025-03-04 10:55:00,145
reuniao,Portfolio,2025-03-04 09:00:00,2025-03-04 11:56:00,176
reuniao,Consultoria,2025-03-04 09:30:00,2025-03-04 11:16:00,106
admin,Portfolio,2025-03-04 10:00:00,2025-03-04 10:45:00,45
pesquisa,Estudos,2025-03-04 10:30:00,2025-03-04 11:41:00,71
admin,Trabalho,2025-03-04 11:00:00,2025-03-04 11:25:00,25
deep_work,Portfolio,2025-03-04 11:30:00,2025-03-04 11:57:00,27
deep_work,Financeiro pessoal,2025-03-04 12:00:00,2025-03-04 12:36:00,36
deep_work,Financeiro pessoal,2025-03-04 12:30:00,2025-03-04 14:05:00,95
pesquisa,Trabalho,2025-03-04 13:00:00,2025-03-04 13:53:00,53
foco,Portfolio,2025-03-04 13:30:00,2025-03-04 16:16:00,166
pesquisa,Trabalho,2025-03-04 14:00:00,2025-03-04 15:29:00,89
admin,Estudos,2025-03-04 14:30:00,2025-03-04 16:11:00,101
foco,Trabalho,2025-03-04 15:00:00,2025-03-04 17:17:00,137
foco,Estudos,2025-03-04 15:30:00,2025-03-04 16:27:00,57
admin,Financeiro pessoal,2025-03-04 16:00:00,2025-03-04 18:42:00,162
foco,Estudos,2025-03-04 16:30:00,2025-03-04 18:31:00,121
reuniao,Portfolio,2025-03-04 17:00:00,2025-03-04 17:59:00,59
admin,Portfolio,2025-03-04 17:30:00,2025-03-04 20:06:00,156
admin,Portfolio,2025-03-04 18:00:00,2025-03-04 19:12:00,72
reuniao,Portfolio,2025-03-04 18:30:00,2025-03-04 20:47:00,137
pesquisa,Consultoria,2025-03-04 19:00:00,2025-03-04 20:25:00,85
pesquisa,Estudos,2025-03-04 19:30:00,2025-03-04 21:09:00,99
pesquisa,Portfolio,2025-03-04 20:00:00,2025-03-04 21:11:00,71
foco,Trabalho,2025-03-04 20:30:00,2025-03-04 22:58:00,148
reuniao,Trabalho,2025-03-04 21:00:00,2025-03-04 23:57:00,177
admin,Consultoria,2025-03-04 21:30:00,2025-03-04 23:53:00,143
admin,Estudos,2025-03-04 22:00:00,2025-03-05 00:11:00,131
admin,Estudos,2025-03-04 22:30:00,2025-03-04 22:50:00,20
foco,Estudos,2025-03-04 23:00:00,2025-03-04 23:35:00,35
foco,Consultoria,2025-03-04 23:30:00,2025-03-05 02:14:00,164
codando,Estudos,2025-03-05 00:00:00,2025-03-05 02:11:00,131
pesquisa,Estudos,2025-03-05 00:30:00,2025-03-05 02:41:00,131
codando,Portfolio,2025-03-05 01:00:00,2025-03-05 03:01:00,121
codando,Estudos,2025-03-05 01:30:00,2025-03-05 03:11:00,101
foco,Portfolio,2025-03-05 02:00:00,2025-03-05 04:49:00,169
pesquisa,Portfolio,2025-03-05 02:30:00,2025-03-05 04:28:00,118
pesquisa,Estudos,2025-03-05 03:00:00,2025-03-05 05:58:00,178
admin,Trabalho,2025-03-05 03:30:00,2025-03-05 04:29:00,59
foco,Financeiro pessoal,2025-03-05 04:00:00,2025-03-05 06:54:00,174
pesquisa,Trabalho,2025-03-05 04:30:00,2025-03-05 05:25:00,55
codando,Estudos,2025-03-05 05:00:00,2025-03-05 07:24:00,144
reuniao,Estudos,2025-03-05 05:30:00,2025-03-05 05:53:00,23
reuniao,Trabalho,2025-03-05 06:00:00,2025-03-05 08:17:00,137
foco,Estudos,2025-03-05 06:30:00,2025-03-05 07:14:00,44
admin,Portfolio,2025-03-05 07:00:00,2025-03-05 08:54:00,114
admin,Consultoria,2025-03-05 07:30:00,2025-03-05 09:07:00,97
pesquisa,Estudos,2025-03-05 08:00:00,2025-03-05 10:57:00,177
foco,Estudos,2025-03-05 08:30:00,2025-03-05 09:01:00,31
reuniao,Trabalho,2025-03-05 09:00:00,2025-03-05 09:46:00,46
codando,Portfolio,2025-03-05 09:30:00,2025-03-05 10:52:00,82
pesquisa,Trabalho,2025-03-05 10:00:00,2025-03-05 11:14:00,74
codando,Trabalho,2025-03-05 10:30:00,2025-03-05 13:27:00,177
pesquisa,Estudos,2025-03-05 11:00:00,2025-03-05 12:41:00,101
deep_work,Portfolio,2025-03-05 11:30:00,2025-03-05 12:03:00,33
codando,Estudos,2025-03-05 12:00:00,2025-03-05 13:15:00,75
foco,Estudos,2025-03-05 12:30:00,2025-03-05 15:16:00,166
codando,Estudos,2025-03-05 13:00:00,2025-03-05 14:45:00,105
codando,Estudos,2025-03-05 13:30:00,2025-03-05 14:15:00,45
pesquisa,Consultoria,2025-03-05 14:00:00,2025-03-05 15:51:00,111
reuniao,Financeiro pessoal,2025-03-05 14:30:00,2025-03-05 15:25:00,55
deep_work,Portfolio,2025-03-05 15:00:00,2025-03-05 17:45:00,165
codando,Consultoria,2025-03-05 15:30:00,2025-03-05 17:07:00,97
reuniao,Financeiro pessoal,2025-03-05 16:00:00,2025-03-05 18:11:00,131
admin,Financeiro pessoal,2025-03-05 16:30:00,2025-03-05 17:12:00,42
deep_work,Financeiro pessoal,2025-03-05 17:00:00,2025-03-05 19:18:00,138
deep_work,Consultoria,2025-03-05 17:30:00,2025-03-05 19:45:00,135
pesquisa,Portfolio,2025-03-05 18:00:00,2025-03-05 20:41:00,161
codando,Trabalho,2025-03-05 18:30:00,2025-03-05 19:11:00,41
admin,Financeiro pessoal,2025-03-05 19:00:00,2025-03-05 19:47:00,47
pesquisa,Trabalho,2025-03-05 19:30:00,2025-03-05 20:32:00,62
foco,Trabalho,2025-03-05 20:00:00,2025-03-05 21:35:00,95
reuniao,Estudos,2025-03-05 20:30:00,2025-03-05 21:07:00,37
reuniao,Trabalho,2025-03-05 21:00:00,2025-03-05 22:59:00,119
pesquisa,Estudos,2025-03-05 21:30:00,2025-03-05 23:53:00,143
reuniao,Portfolio,2025-03-05 22:00:00,2025-03-06 00:08:00,128
codando,Portfolio,2025-03-05 22:30:00,2025-03-05 23:25:00,55
reuniao,Estudos,2025-03-05 23:00:00,2025-03-06 01:24:00,144
