date,category,description,amount
2033-07-09,lazer,Restaurante,245.58
2033-07-10,alimentacao,Restaurante,304.55
2033-07-11,alimentacao,Mercado,199.93
2033-07-12,transporte,Farmácia,146.91
2033-07-13,alimentacao,Assinatura mensal,188.21
2033-07-14,alimentacao,Restaurante,410.73
2033-07-15,lazer,Taxi/Uber,78.06
2033-07-16,alimentacao,Assinatura mensal,115.58
2033-07-17,saude,Compra,274.75
2033-07-18,assinaturas,Restaurante,56.75
2033-07-19,assinaturas,Farmácia,401.88
2033-07-20,lazer,Taxi/Uber,26.02
2033-07-21,assinaturas,Assinatura mensal,341.11
2033-07-22,transporte,Assinatura mensal,171.31
2033-07-23,saude,Taxi/Uber,27.77
2033-07-24,saude,Compra,380.1
2033-07-25,lazer,Compra,290.0
2033-07-26,alimentacao,Assinatura mensal,8.94
2033-07-27,assinaturas,Mercado,124.05
2033-07-28,transporte,Taxi/Uber,161.66
2033-07-29,lazer,Restaurante,148.55
2033-07-30,lazer,Compra,226.76
2033-07-31,alimentacao,Restaurante,239.43
2033-08-01,mercado,Compra,181.56
2033-08-02,assinaturas,Compra,152.64
2033-08-03,transporte,Farmácia,229.46
2033-08-04,lazer,Restaurante,19.96
2033-08-05,assinaturas,Mercado,292.11
2033-08-06,transporte,Compra,274.66
2033-08-07,saude,Mercado,129.25
2033-08-08,saude,Assinatura mensal,84.88
2033-08-09,transporte,Assinatura mensal,37.48
2033-08-10,saude,Farmácia,266.37
2033-08-11,lazer,Mercado,258.16
2033-08-12,assinaturas,Taxi/Uber,242.33
2033-08-13,transporte,Farmácia,443.6
2033-08-14,lazer,Compra,241.54
2033-08-15,assinaturas,Assinatura mensal,326.2
2033-08-16,assinaturas,Assinatura mensal,55.25
2033-08-17,lazer,Taxi/Uber,138.04
2033-08-18,assinaturas,Farmácia,127.57
2033-08-19,mercado,Mercado,261.31
2033-08-20,transporte,Assinatura mensal,152.21
2033-08-21,transporte,Compra,290.27
2033-08-22,assinaturas,Taxi/Uber,312.09
2033-08-23,lazer,Taxi/Uber,19.99
2033-08-24,alimentacao,Restaurante,289.69
2033-08-25,saude,Taxi/Uber,56.97
2033-08-26,assinaturas,Compra,211.99
2033-08-27,alimentacao,Taxi/Uber,328.33
2033-08-28,assinaturas,Mercado,317.99
2033-08-29,alimentacao,Restaurante,138.42
2033-08-30,assinaturas,Mercado,126.2
2033-08-31,lazer,Farmácia,200.9
2033-09-01,saude,Farmácia,88.96
2033-09-02,alimentacao,Mercado,438.74
2033-09-03,mercado,Compra,158.49
2033-09-04,lazer,Restaurante,415.73
2033-09-05,saude,Farmácia,409.18
2033-09-06,assinaturas,Taxi/Uber,167.36
2033-09-07,alimentacao,Mercado,118.07
2033-09-08,saude,Assinatura mensal,348.02
2033-09-09,transporte,Compra,107.07
2033-09-10,lazer,Compra,236.95
2033-09-11,alimentacao,Mercado,54.26
2033-09-12,lazer,Assinatura mensal,176.74
2033-09-13,alimentacao,Compra,39.78
2033-09-14,transporte,Restaurante,131.13
2033-09-15,mercado,Farmácia,301.06
2033-09-16,transporte,Restaurante,446.13
2033-09-17,assinaturas,Assinatura mensal,118.39
2033-09-18,lazer,Restaurante,215.63
2033-09-19,mercado,Taxi/Uber,204.38
2033-09-20,lazer,Farmácia,86.95
2033-09-21,saude,Assinatura mensal,276.48
2033-09-22,alimentacao,Mercado,327.49
2033-09-23,assinaturas,Compra,70.51
2033-09-24,assinaturas,Farmácia,341.92
2033-09-25,lazer,Mercado,316.57
2033-09-26,assinaturas,Assinatura mensal,92.82
2033-09-27,lazer,Taxi/Uber,293.78
2033-09-28,alimentacao,Compra,180.18
2033-09-29,alimentacao,Compra,308.11
2033-09-30,lazer,Farmácia,225.76
2033-10-01,transporte,Mercado,26.42
2033-10-02,transporte,Assinatura mensal,355.2
2033-10-03,alimentacao,Assinatura mensal,252.24
2033-10-04,mercado,Mercado,327.53
2033-10-05,transporte,Compra,61.1
2033-10-06,lazer,Mercado,325.97
2033-10-07,alimentacao,Restaurante,189.08
2033-10-08,assinaturas,Assinatura mensal,360.67
2033-10-09,assinaturas,Mercado,271.63
2033-10-10,transporte,Compra,162.93
2033-10-11,mercado,Farmácia,94.85
2033-10-12,saude,Restaurante,368.09
2033-10-13,transporte,Compra,254.29
2033-10-14,mercado,Taxi/Uber,444.42
2033-10-15,transporte,Taxi/Uber,171.2
2033-10-16,assinaturas,Mercado,310.15
2033-10-17,mercado,Compra,282.16
2033-10-18,assinaturas,Compra,288.72
2033-10-19,lazer,Assinatura mensal,332.96
2033-10-20,lazer,Farmácia,66.9
2033-10-21,alimentacao,Restaurante,249.59
2033-10-22,assinaturas,Compra,231.56
2033-10-23,assinaturas,Restaurante,157.43
2033-10-24,alimentacao,Mercado,199.09
2033-10-25,lazer,Assinatura mensal,235.87
2033-10-26,lazer,Restaurante,147.81
2033-10-27,mercado,Restaurante,135.46
2033-10-28,mercado,Restaurante,333.53
2033-10-29,saude,Restaurante,34.78
2033-10-30,lazer,Restaurante,144.27
2033-10-31,saude,Assinatura mensal,295.9
2033-11-01,transporte,Mercado,97.9
2033-11-02,assinaturas,Restaurante,259.66
2033-11-03,mercado,Restaurante,139.46
2033-11-04,transporte,Mercado,380.27
2033-11-05,mercado,Compra,160.75
2033-11-06,alimentacao,Compra,107.13
2033-11-07,assinaturas,Assinatura mensal,240.9
2033-11-08,saude,Assinatura mensal,65.37
2033-11-09,saude,Farmácia,359.88
2033-11-10,mercado,Assinatura mensal,307.61
2033-11-11,lazer,Mercado,347.88
2033-11-12,saude,Restaurante,182.5
2033-11-13,alimentacao,Mercado,376.58
2033-11-14,alimentacao,Farmácia,224.63
2033-11-15,lazer,Taxi/Uber,47.14
2033-11-16,alimentacao,Taxi/Uber,104.69
2033-11-17,assinaturas,Mercado,321.42
2033-11-18,mercado,Taxi/Uber,403.91
2033-11-19,alimentacao,Taxi/Uber,47.36
2033-11-20,assinaturas,Farmácia,389.58
2033-11-21,lazer,Restaurante,360.59
2033-11-22,mercado,Assinatura mensal,163.67
2033-11-23,lazer,Assinatura mensal,311.73
2033-11-24,mercado,Taxi/Uber,88.19
2033-11-25,alimentacao,Compra,366.96
2033-11-26,alimentacao,Farmácia,297.52
2033-11-27,mercado,Restaurante,200.28
2033-11-28,assinaturas,Restaurante,389.71
2033-11-29,assinaturas,Taxi/Uber,66.96
2033-11-30,assinaturas,Compra,381.37
2033-12-01,transporte,Compra,15.63
2033-12-02,saude,Restaurante,340.17
2033-12-03,saude,Farmácia,260.15
2033-12-04,saude,Assinatura mensal,315.04
2033-12-05,assinaturas,Restaurante,188.49
2033-12-06,alimentacao,Restaurante,389.68
2033-12-07,transporte,Mercado,144.35
2033-12-08,assinaturas,Compra,127.36
2033-12-09,alimentacao,Mercado,139.28
2033-12-10,transporte,Mercado,349.59
2033-12-11,alimentacao,Farmácia,225.4
2033-12-12,mercado,Restaurante,244.0
2033-12-13,alimentacao,Assinatura mensal,375.09
2033-12-14,transporte,Farmácia,375.85
2033-12-15,assinaturas,Compra,76.97
2033-12-16,saude,Assinatura mensal,249.65
2033-12-17,transporte,Restaurante,61.08
2033-12-18,assinaturas,Taxi/Uber,391.5
2033-12-19,assinaturas,Assinatura mensal,377.47
2033-12-20,lazer,Farmácia,382.96
2033-12-21,mercado,Farmácia,318.66
2033-12-22,lazer,Mercado,212.76
2033-12-23,saude,Restaurante,185.1
2033-12-24,transporte,Taxi/Uber,180.87
2033-12-25,lazer,Restaurante,34.46
2033-12-26,saude,Assinatura mensal,427.25
2033-12-27,assinaturas,Taxi/Uber,205.37
2033-12-28,transporte,Restaurante,418.9
2033-12-29,lazer,Mercado,396.27
2033-12-30,alimentacao,Taxi/Uber,373.73
2033-12-31,saude,Taxi/Uber,266.8
2034-01-01,saude,Assinatura mensal,50.19
2034-01-02,mercado,Taxi/Uber,149.14
2034-01-03,alimentacao,Mercado,273.6
2034-01-04,transporte,Compra,10.99
2034-01-05,lazer,Compra,23.97
2034-01-06,assinaturas,Farmácia,306.56
2034-01-07,lazer,Compra,400.25
2034-01-08,transporte,Assinatura mensal,385.55
2034-01-09,transporte,Farmácia,79.82
2034-01-10,transporte,Compra,410.5
2034-01-11,transporte,Compra,314.85
2034-01-12,saude,Farmácia,323.77
2034-01-13,lazer,Assinatura mensal,140.3
2034-01-14,alimentacao,Farmácia,323.62
2034-01-15,assinaturas,Assinatura mensal,320.85
2034-01-16,assinaturas,Assinatura mensal,269.63
2034-01-17,mercado,Restaurante,163.99
2034-01-18,saude,Mercado,365.9
2034-01-19,transporte,Compra,422.2
2034-01-20,transporte,Restaurante,392.1
2034-01-21,transporte,Compra,113.13
2034-01-22,saude,Restaurante,203.32
2034-01-23,alimentacao,Taxi/Uber,157.37
2034-01-24,transporte,Farmácia,319.83
2034-01-25,mercado,Restaurante,375.01
2034-01-26,mercado,Mercado,101.03
2034-01-27,alimentacao,Compra,426.54
2034-01-28,saude,Taxi/Uber,306.41
2034-01-29,transporte,Mercado,102.21
2034-01-30,lazer,Assinatura mensal,170.14
2034-01-31,lazer,Compra,51.55
2034-02-01,assinaturas,Restaurante,270.7
2034-02-02,alimentacao,Farmácia,80.29
2034-02-03,lazer,Mercado,313.43
2034-02-04,assinaturas,Taxi/Uber,333.07
2034-02-05,mercado,Farmácia,218.3
2034-02-06,assinaturas,Assinatura mensal,46.75
2034-02-07,transporte,Farmácia,276.84
2034-02-08,transporte,Taxi/Uber,170.63
2034-02-09,mercado,Assinatura mensal,427.59
2034-02-10,alimentacao,Taxi/Uber,233.38
2034-02-11,saude,Compra,37.16
2034-02-12,transporte,Taxi/Uber,288.04
2034-02-13,transporte,Farmácia,351.81
2034-02-14,assinaturas,Compra,76.42
2034-02-15,assinaturas,Compra,204.83
2034-02-16,assinaturas,Mercado,335.72
2034-02-17,lazer,Farmácia,14.12
2034-02-18,mercado,Farmácia,17.89
2034-02-19,alimentacao,Assinatura mensal,306.23
2034-02-20,assinaturas,Taxi/Uber,327.68
2034-02-21,alimentacao,Restaurante,381.41
2034-02-22,assinaturas,Taxi/Uber,182.82
2034-02-23,transporte,Farmácia,178.45
2034-02-24,alimentacao,Taxi/Uber,250.8
2034-02-25,lazer,Farmácia,342.01
2034-02-26,assinaturas,Compra,290.24
2034-02-27,saude,Taxi/Uber,150.66
2034-02-28,mercado,Taxi/Uber,159.21
2034-03-01,transporte,Farmácia,344.54
2034-03-02,assinaturas,Farmácia,242.92
2034-03-03,alimentacao,Assinatura mensal,48.6
2034-03-04,assinaturas,Taxi/Uber,73.08
2034-03-05,transporte,Mercado,383.78
2034-03-06,mercado,Farmácia,449.47
2034-03-07,mercado,Mercado,154.38
2034-03-08,mercado,Compra,177.08
2034-03-09,saude,Compra,73.75
2034-03-10,transporte,Mercado,109.89
2034-03-11,saude,Restaurante,193.96
2034-03-12,saude,Compra,131.55
2034-03-13,assinaturas,Mercado,317.13
2034-03-14,transporte,Assinatura mensal,244.34
2034-03-15,transporte,Assinatura mensal,370.92
2034-03-16,assinaturas,Compra,327.41
2034-03-17,lazer,Mercado,62.0
2034-03-18,saude,Mercado,59.91
2034-03-19,mercado,Mercado,403.56
2034-03-20,alimentacao,Restaurante,369.68
2034-03-21,saude,Compra,213.22
2034-03-22,alimentacao,Restaurante,63.01
2034-03-23,assinaturas,Mercado,404.87
2034-03-24,alimentacao,Farmácia,107.66
2034-03-25,lazer,Mercado,20.81
2034-03-26,transporte,Farmácia,416.29
2034-03-27,mercado,Assinatura mensal,364.98
2034-03-28,alimentacao,Farmácia,313.6
2034-03-29,alimentacao,Assinatura mensal,20.14
2034-03-30,assinaturas,Compra,240.15
2034-03-31,assinaturas,Restaurante,295.87
2034-04-01,transporte,Restaurante,342.91
2034-04-02,mercado,Assinatura mensal,214.63
2034-04-03,alimentacao,Assinatura mensal,429.24
2034-04-04,transporte,Mercado,113.93
2034-04-05,mercado,Taxi/Uber,36.03
2034-04-06,transporte,Assinatura mensal,153.08
2034-04-07,alimentacao,Farmácia,299.5
2034-04-08,assinaturas,Compra,333.03
2034-04-09,assinaturas,Restaurante,333.63
2034-04-10,assinaturas,Farmácia,54.25
2034-04-11,lazer,Restaurante,398.86
2034-04-12,transporte,Compra,129.97
2034-04-13,alimentacao,Farmácia,98.41
2034-04-14,transporte,Restaurante,278.43
2034-04-15,assinaturas,Assinatura mensal,99.27
2034-04-16,saude,Taxi/Uber,231.08
2034-04-17,saude,Assinatura mensal,186.13
2034-04-18,transporte,Restaurante,108.26
2034-04-19,mercado,Mercado,134.97
2034-04-20,saude,Farmácia,195.2
2034-04-21,saude,Taxi/Uber,159.04
2034-04-22,transporte,Farmácia,174.8
2034-04-23,lazer,Mercado,332.27
2034-04-24,lazer,Mercado,79.93
2034-04-25,assinaturas,Mercado,284.29
2034-04-26,alimentacao,Restaurante,306.78
2034-04-27,mercado,Assinatura mensal,361.93
2034-04-28,alimentacao,Restaurante,382.06
2034-04-29,alimentacao,Assinatura mensal,75.61
2034-04-30,mercado,Taxi/Uber,66.53
2034-05-01,lazer,Mercado,278.57
2034-05-02,saude,Assinatura mensal,341.83
2034-05-03,assinaturas,Compra,126.19
2034-05-04,transporte,Compra,239.0
2034-05-05,lazer,Assinatura mensal,348.65
2034-05-06,assinaturas,Taxi/Uber,346.54
2034-05-07,saude,Farmácia,295.95
2034-05-08,lazer,Restaurante,40.06
2034-05-09,mercado,Mercado,27.54
2034-05-10,alimentacao,Assinatura mensal,177.86
2034-05-11,mercado,Taxi/Uber,16.88
2034-05-12,saude,Restaurante,407.34
2034-05-13,transporte,Farmácia,13.96
2034-05-14,mercado,Taxi/Uber,18.18
2034-05-15,saude,Farmácia,78.57
2034-05-16,alimentacao,Compra,284.02
2034-05-17,lazer,Restaurante,245.99
2034-05-18,assinaturas,Restaurante,298.47
2034-05-19,saude,Farmácia,402.63
2034-05-20,saude,Compra,207.45
2034-05-21,transporte,Mercado,24.52
2034-05-22,lazer,Assinatura mensal,344.76
2034-05-23,saude,Compra,366.32
2034-05-24,saude,Taxi/Uber,27.2
2034-05-25,assinaturas,Farmácia,113.07
2034-05-26,alimentacao,Restaurante,347.92
2034-05-27,mercado,Taxi/Uber,172.39
2034-05-28,lazer,Restaurante,215.33
2034-05-29,assinaturas,Compra,371.31
2034-05-30,assinaturas,Restaurante,47.11
2034-05-31,mercado,Restaurante,306.39
2034-06-01,lazer,Restaurante,100.67
2034-06-02,lazer,Restaurante,32.88
2034-06-03,alimentacao,Taxi/Uber,299.81
2034-06-04,lazer,Farmácia,59.03
2034-06-05,saude,Assinatura mensal,337.42
2034-06-06,mercado,Taxi/Uber,95.2
2034-06-07,lazer,Mercado,26.59
2034-06-08,alimentacao,Farmácia,49.19
2034-06-09,assinaturas,Farmácia,379.37
2034-06-10,saude,Mercado,170.08
2034-06-11,lazer,Compra,139.51
2034-06-12,mercado,Mercado,223.58
2034-06-13,lazer,Compra,286.65
2034-06-14,transporte,Assinatura mensal,21.51
2034-06-15,alimentacao,Compra,404.69
2034-06-16,assinaturas,Assinatura mensal,431.52
2034-06-17,transporte,Assinatura mensal,190.7
2034-06-18,mercado,Restaurante,188.62
2034-06-19,lazer,Restaurante,395.96
2034-06-20,alimentacao,Mercado,196.04
2034-06-21,saude,Assinatura mensal,386.0
2034-06-22,lazer,Compra,17.61
2034-06-23,lazer,Taxi/Uber,222.89
2034-06-24,lazer,Restaurante,428.83
2034-06-25,saude,Farmácia,117.5
2034-06-26,lazer,Farmácia,123.44
2034-06-27,alimentacao,Compra,285.4
2034-06-28,saude,Restaurante,417.15
2034-06-29,saude,Taxi/Uber,93.44
2034-06-30,transporte,Assinatura mensal,415.13
2034-07-01,mercado,Restaurante,300.04
2034-07-02,saude,Compra,446.91
2034-07-03,transporte,Assinatura mensal,332.72
2034-07-04,alimentacao,Restaurante,302.17
2034-07-05,mercado,Mercado,367.63
2034-07-06,saude,Taxi/Uber,82.94
2034-07-07,assinaturas,Farmácia,425.96
2034-07-08,transporte,Compra,78.69
2034-07-09,alimentacao,Farmácia,16.42
2034-07-10,alimentacao,Assinatura mensal,315.55
2034-07-11,alimentacao,Assinatura mensal,87.14
2034-07-12,mercado,Mercado,342.65
2034-07-13,lazer,Assinatura mensal,358.79
2034-07-14,assinaturas,Assinatura mensal,110.33
2034-07-15,mercado,Farmácia,43.59
2034-07-16,mercado,Farmácia,227.87
2034-07-17,saude,Compra,401.15
2034-07-18,transporte,Compra,382.04
2034-07-19,assinaturas,Assinatura mensal,57.1
2034-07-20,alimentacao,Restaurante,434.33
2034-07-21,mercado,Taxi/Uber,122.46
2034-07-22,assinaturas,Compra,160.48
2034-07-23,transporte,Assinatura mensal,71.33
2034-07-24,lazer,Restaurante,173.12
2034-07-25,assinaturas,Restaurante,287.86
2034-07-26,alimentacao,Farmácia,230.2
2034-07-27,mercado,Restaurante,373.26
2034-07-28,lazer,Mercado,290.38
2034-07-29,transporte,Farmácia,122.28
2034-07-30,alimentacao,Farmácia,253.06
2034-07-31,lazer,Mercado,33.57
2034-08-01,saude,Farmácia,263.45
2034-08-02,saude,Compra,178.4
2034-08-03,transporte,Farmácia,48.79
2034-08-04,alimentacao,Mercado,141.82
2034-08-05,mercado,Assinatura mensal,404.65
2034-08-06,transporte,Assinatura mensal,265.79
2034-08-07,lazer,Assinatura mensal,406.95
2034-08-08,alimentacao,Mercado,187.81
2034-08-09,saude,Mercado,440.61
2034-08-10,saude,Compra,165.21
2034-08-11,assinaturas,Mercado,341.78
2034-08-12,alimentacao,Restaurante,140.9
2034-08-13,lazer,Assinatura mensal,52.17
2034-08-14,lazer,Mercado,375.71
2034-08-15,assinaturas,Taxi/Uber,344.35
2034-08-16,lazer,Farmácia,370.18
2034-08-17,alimentacao,Compra,138.36
2034-08-18,saude,Assinatura mensal,318.13
2034-08-19,transporte,Restaurante,102.87
2034-08-20,saude,Restaurante,10.03
2034-08-21,saude,Assinatura mensal,390.59
2034-08-22,alimentacao,Restaurante,237.97
2034-08-23,lazer,Taxi/Uber,442.73
2034-08-24,assinaturas,Compra,176.34
2034-08-25,assinaturas,Farmácia,430.81
2034-08-26,mercado,Compra,278.7
2034-08-27,assinaturas,Compra,232.93
2034-08-28,assinaturas,Assinatura mensal,139.75
2034-08-29,lazer,Mercado,372.25
2034-08-30,transporte,Farmácia,373.81
2034-08-31,transporte,Compra,190.53
2034-09-01,lazer,Taxi/Uber,328.65
2034-09-02,assinaturas,Assinatura mensal,204.02
2034-09-03,alimentacao,Mercado,334.15
2034-09-04,saude,Mercado,447.41
2034-09-05,saude,Assinatura mensal,121.81
2034-09-06,transporte,Compra,287.15
2034-09-07,lazer,Restaurante,174.05
2034-09-08,alimentacao,Assinatura mensal,249.03
2034-09-09,assinaturas,Restaurante,394.0
2034-09-10,lazer,Mercado,159.67
2034-09-11,transporte,Mercado,37.21
2034-09-12,alimentacao,Taxi/Uber,360.53
2034-09-13,alimentacao,Taxi/Uber,251.99
2034-09-14,transporte,Mercado,204.98
2034-09-15,alimentacao,Taxi/Uber,86.58
2034-09-16,saude,Taxi/Uber,46.32
2034-09-17,transporte,Taxi/Uber,129.04
2034-09-18,saude,Mercado,324.91
2034-09-19,lazer,Compra,188.24
2034-09-20,mercado,Compra,258.75
2034-09-21,assinaturas,Farmácia,41.51
2034-09-22,lazer,Taxi/Uber,59.84
2034-09-23,saude,Compra,10.03
2034-09-24,assinaturas,Farmácia,304.61
2034-09-25,assinaturas,Assinatura mensal,122.68
2034-09-26,saude,Taxi/Uber,435.28
2034-09-27,saude,Compra,142.26
2034-09-28,transporte,Compra,166.81
2034-09-29,mercado,Restaurante,213.92
2034-09-30,saude,Compra,147.02
2034-10-01,assinaturas,Restaurante,368.76
2034-10-02,assinaturas,Farmácia,394.91
2034-10-03,lazer,Restaurante,9.91
2034-10-04,mercado,Assinatura mensal,296.32
2034-10-05,mercado,Taxi/Uber,310.31
2034-10-06,assinaturas,Compra,432.83
2034-10-07,mercado,Mercado,169.83
2034-10-08,lazer,Taxi/Uber,91.9
2034-10-09,transporte,Mercado,236.66
2034-10-10,assinaturas,Farmácia,204.16
2034-10-11,alimentacao,Compra,357.32
2034-10-12,assinaturas,Taxi/Uber,407.27
2034-10-13,assinaturas,Taxi/Uber,43.59
2034-10-14,transporte,Compra,381.73
2034-10-15,saude,Assinatura mensal,409.49
2034-10-16,saude,Farmácia,416.24
2034-10-17,alimentacao,Compra,345.12
2034-10-18,alimentacao,Restaurante,335.23
2034-10-19,alimentacao,Taxi/Uber,11.63
2034-10-20,saude,Assinatura mensal,414.49
2034-10-21,transporte,Taxi/Uber,161.42
2034-10-22,mercado,Mercado,23.3
2034-10-23,alimentacao,Taxi/Uber,188.78
2034-10-24,mercado,Farmácia,331.12
2034-10-25,lazer,Compra,201.67
2034-10-26,transporte,Taxi/Uber,342.31
2034-10-27,mercado,Restaurante,231.69
2034-10-28,saude,Mercado,138.25
2034-10-29,saude,Mercado,95.3
2034-10-30,alimentacao,Compra,192.39
2034-10-31,alimentacao,Mercado,20.93
2034-11-01,mercado,Compra,193.03
2034-11-02,saude,Farmácia,35.54
2034-11-03,mercado,Compra,395.27
2034-11-04,lazer,Assinatura mensal,261.09
2034-11-05,transporte,Mercado,292.49
2034-11-06,saude,Mercado,133.54
2034-11-07,assinaturas,Restaurante,105.49
2034-11-08,saude,Taxi/Uber,320.02
2034-11-09,lazer,Assinatura mensal,303.85
2034-11-10,saude,Taxi/Uber,59.59
2034-11-11,lazer,Compra,111.2
2034-11-12,saude,Farmácia,426.23
2034-11-13,lazer,Restaurante,140.36
2034-11-14,alimentacao,Mercado,16.5
2034-11-15,mercado,Farmácia,33.38
2034-11-16,saude,Compra,350.1
2034-11-17,transporte,Compra,341.93
2034-11-18,alimentacao,Assinatura mensal,174.91
2034-11-19,lazer,Taxi/Uber,73.17
2034-11-20,transporte,Mercado,226.66
2034-11-21,alimentacao,Mercado,152.69
2034-11-22,assinaturas,Farmácia,171.42
2034-11-23,saude,Assinatura mensal,121.14
2034-11-24,saude,Restaurante,32.97
2034-11-25,lazer,Compra,357.07
2034-11-26,alimentacao,Assinatura mensal,280.11
2034-11-27,alimentacao,Mercado,376.41
2034-11-28,lazer,Restaurante,228.92
2034-11-29,assinaturas,Taxi/Uber,443.32
2034-11-30,saude,Farmácia,433.32
2034-12-01,mercado,Compra,125.94
2034-12-02,assinaturas,Compra,177.2
2034-12-03,lazer,Compra,339.96
2034-12-04,mercado,Taxi/Uber,350.59
2034-12-05,alimentacao,Mercado,410.26
2034-12-06,assinaturas,Mercado,295.42
2034-12-07,assinaturas,Assinatura mensal,216.43
2034-12-08,saude,Restaurante,173.05
2034-12-09,saude,Assinatura mensal,191.53
2034-12-10,mercado,Mercado,383.43
2034-12-11,alimentacao,Compra,441.1
2034-12-12,assinaturas,Taxi/Uber,28.1
2034-12-13,mercado,Mercado,263.21
2034-12-14,assinaturas,Taxi/Uber,236.42
2034-12-15,saude,Farmácia,172.38
2034-12-16,alimentacao,Compra,383.95
2034-12-17,alimentacao,Farmácia,261.21
2034-12-18,transporte,Mercado,144.34
2034-12-19,mercado,Assinatura mensal,202.63
2034-12-20,saude,Mercado,163.78
2034-12-21,saude,Farmácia,196.39
2034-12-22,saude,Taxi/Uber,36.71
2034-12-23,lazer,Restaurante,54.8
2034-12-24,assinaturas,Restaurante,282.54
2034-12-25,alimentacao,Mercado,309.41
2034-12-26,assinaturas,Assinatura mensal,288.3
2034-12-27,assinaturas,Farmácia,344.57
2034-12-28,lazer,Mercado,424.87
2034-12-29,alimentacao,Farmácia,387.98
2034-12-30,transporte,Farmácia,191.24
2034-12-31,saude,Compra,101.81
2035-01-01,mercado,Restaurante,143.77
2035-01-02,assinaturas,Restaurante,266.54
2035-01-03,lazer,Taxi/Uber,386.01
2035-01-04,lazer,Compra,317.27
2035-01-05,mercado,Restaurante,246.64
2035-01-06,mercado,Farmácia,272.84
2035-01-07,alimentacao,Assinatura mensal,240.08
2035-01-08,assinaturas,Assinatura mensal,437.37
2035-01-09,assinaturas,Compra,368.16
2035-01-10,mercado,Assinatura mensal,352.67
2035-01-11,saude,Farmácia,235.21
2035-01-12,transporte,Mercado,152.66
2035-01-13,assinaturas,Farmácia,13.68
2035-01-14,lazer,Restaurante,24.33
2035-01-15,saude,Mercado,18.46
2035-01-16,mercado,Assinatura mensal,441.31
2035-01-17,assinaturas,Taxi/Uber,55.94
